"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
70.24,26.47,74,4,85.9,7.52,"Gamma","auth","alta","success"
13.13,29.21,80,4,91.2,30.84,"Beta","auth","baja","success"
71.3,8.13,83,1,60.2,9.89,"Alpha","api","alta","success"
101.42,8.87,74,2,94.2,7.5,"Beta","infra","alta","success"
43.42,15.13,77,2,71.8,28.09,"Gamma","api","crítica","success"
45.1,51.1,79,2,56.6,15.36,"Delta",NA,"baja","success"
169.8,16.74,65,3,60.9,8.56,"Gamma","auth","baja","success"
93.6,14.44,70,4,62,11.05,"Gamma","api","baja","success"
14.43,19.19,75,3,84.2,4.32,"Delta","ui","crítica","success"
52.98,15.81,82,0,67.5,13.71,"Alpha","test","alta","failed"
40.14,26.18,NA,3,57.3,14.51,"Alpha","ui","media","failed"
32.82,51.23,101,7,39.4,22.91,"Beta","ui","alta","failed"
56.35,28.36,86,4,63.8,2.08,"Beta",NA,"media","success"
19.7,24.85,93,6,61.8,5.98,"Beta","db","baja","success"
30.98,52.97,96,1,57.6,7.66,"Beta","db","media","success"
31.37,9.72,84,4,42.8,2.53,"Gamma","ui","crítica","success"
NA,7.44,77,0,72.6,43.22,"Alpha","db","alta","rolled_back"
40.78,10.01,82,3,62,8.98,"Beta","test","media","success"
81.18,14.78,106,4,71.2,21.71,"Beta","auth","media","failed"
98.68,13.27,NA,3,72,6.09,"Gamma","ui","media","failed"
76.42,27.81,82,3,61.6,3.54,"Beta","api","baja","success"
147.24,12.28,73,5,83.4,7.41,"Delta","auth","alta","success"
115.58,13,95,3,70.6,6.58,"Delta","db","crítica","failed"
63.07,14.29,80,2,78.6,12.28,"Alpha","auth","media","success"
26.06,18.28,87,1,81.8,7.77,"Alpha","test","media","success"
23.4,16.66,92,4,89.4,5.6,"Alpha","test","alta","success"
65.04,4.11,84,4,75.4,4.04,"Delta","ui","crítica","success"
47.3,13.17,99,3,66.7,8.65,"Beta","ui","media","failed"
59.65,27.62,73,1,93,21.89,"Beta","test","alta","success"
51.98,40.48,95,7,74,19.77,"Gamma","db","media","failed"
89.58,8.21,84,5,77.4,11.55,"Delta","auth","alta","success"
36.36,14.88,91,3,72,15.48,"Beta","auth","alta","rolled_back"
146.13,7.59,83,3,70.9,29.02,"Alpha","api","baja","success"
44.19,11.2,77,3,85.2,9.55,"Delta","ui","baja","success"
87.99,88.39,83,3,63,5.57,"Alpha","test","baja","success"
24.89,25.95,98,1,81.7,1.58,"Alpha","infra","crítica","success"
44.57,51.04,74,1,81.6,5.49,"Delta","api","alta","rolled_back"
23.05,16.97,88,1,NA,3.92,"Alpha","api","media","failed"
11.18,23.94,96,2,45.1,10.04,"Gamma","infra","alta","failed"
14.01,25.45,61,5,98.7,8.24,"Beta","auth","media","success"
142.8,6.27,NA,7,81.9,9.85,"Alpha","test","crítica","failed"
16.7,10.57,73,4,78.9,5.69,"Alpha","auth","baja","success"
8.68,13.51,88,1,70.9,10.52,"Alpha","infra","media","success"
26.99,20.39,88,2,60.3,7.18,"Alpha","db","media","success"
19.47,16.44,88,2,58.4,5.51,"Alpha","db","media","success"
52.57,11.65,71,7,59.7,2.93,"Gamma","test","media","success"
29.84,29.67,82,6,97.5,5.25,"Delta","ui","crítica","success"
37.62,6.74,96,5,76.2,4.55,"Gamma","api","media","success"
27.21,18.31,83,2,53.1,12.73,"Delta","db","media","success"
33.94,34.44,72,5,58.4,7.19,"Gamma","api","media","success"
50.52,11.07,78,2,78.2,9.61,"Alpha","infra","media","failed"
63,30.18,74,2,58.2,10.35,"Alpha","api","media","success"
20.09,35.41,78,2,59.3,9.53,"Delta","infra","baja","success"
131.62,11.78,79,2,89.9,17.32,"Beta","db","media","success"
73.72,21.26,94,2,64.7,10.29,"Delta ","infra","media","success"
24.81,25.03,103,5,88.2,32.01,"Beta","db","baja","success"
18.92,6.88,85,2,67.1,10.02,"Alpha","api","media","success"
54.87,17.35,83,1,74.9,27.06,"Beta","api","crítica","success"
19.11,16.11,82,2,95.7,7.66,"Beta","api","media","success"
15.01,12.23,84,1,80.1,5.16,"Beta","api","alta","success"
11.84,9.77,92,3,92.4,8,"Gamma","test","alta","rolled_back"
41.16,6.67,89,3,51.7,8.83,"Alpha","ui","baja","failed"
54.98,72.38,98,NA,81.4,12.07,"Delta","ui","alta","failed"
20.78,19.92,95,3,92.4,11.78,"Alpha","api","alta","rolled_back"
85.91,16.59,88,3,91.4,25.93,"Delta","test","media","rolled_back"
9.73,26.37,77,0,60.4,1.67,"Gamma","api","alta","success"
19.06,29.19,89,2,NA,3.02,"Delta","api","baja","success"
33.11,13.01,94,0,75.6,5.75,"Beta","ui","baja","success"
38.03,12.83,90,1,95.8,5.28,"Beta","db","crítica","failed"
13.5,7.48,104,2,NA,25.4,"Alpha","api","alta","success"
40.86,42.87,70,3,74.3,6.8,"Beta","infra","media","success"
23.84,28.73,84,4,49.5,5.86,"Alpha","api","alta","success"
20.73,29.52,91,2,55.3,16.92,"Gamma","auth","media","failed"
10.58,13.66,76,5,NA,11.77,"Delta","api","media","rolled_back"
27.21,30.99,103,4,68.4,8.65,"Alpha","infra","crítica","success"
27.77,6.3,99,4,72.9,5.68,"Beta","test","media","success"
68.46,8.17,82,1,54.5,10.03,"Beta","ui","baja","success"
7.94,11.67,83,NA,71.5,2.46,"Delta","api","alta","success"
130.53,10.77,95,3,91.8,16.62,"Gamma",NA,"baja","success"
25.33,27.2,79,2,72.1,1.5,"Delta","ui","media","success"
68.68,26.45,81,3,78.3,24.9,"Alpha","auth","baja","success"
38.26,16.4,91,3,71.6,4.38,"Alpha","test","alta","success"
57.87,11.67,77,3,61.6,9.37,"Beta","db","baja","failed"
41.79,15.65,79,0,84.2,8.21,"Alpha","test","baja","failed"
23.51,66.5,76,1,77.9,6.95,"Alpha","db","alta","success"
22.05,9.42,89,2,49.1,20.26,"Gamma","api","baja","failed"
13.09,45.11,87,4,82.4,8.81,"Gamma","infra","media","failed"
44.37,23.17,93,3,66,16.06,"Beta","api","alta","success"
12.9,26.94,86,1,82.8,17.53,"Alpha","test","media","success"
30.42,20.03,101,2,85.8,9,"Beta","api","alta","success"
21.48,3.97,85,3,81.6,19.33,"Alpha","infra","crítica","success"
36.15,39.04,102,5,77.6,12.24,"Delta","api","crítica","success"
73.13,18.17,97,3,70,1.75,"Beta","ui","media","rolled_back"
10.11,42.26,95,2,72.1,15.59,"Beta","infra","baja","success"
39.68,23.09,92,0,50.5,4.62,"Delta","test","media","success"
24.27,9.83,95,3,78.1,8.35,"Beta","ui","baja","rolled_back"
44.47,15.28,91,0,65.8,8.21,"Beta","ui","media","failed"
15.49,21.24,76,2,66,7.71,"Alpha","infra","media","success"
12.39,8.84,92,5,90.4,7.94,"Beta","api","crítica","success"
40.69,12.01,82,2,51.2,14.47,"Gamma","api","baja",NA
39.43,16.62,NA,1,66.6,10.24,"Delta","db","media","rolled_back"
48.68,25.15,83,0,84,13.15,"Gamma","test","alta","failed"
15.33,12.94,78,2,54.5,3.09,"Alpha","api","media","success"
8.81,14.72,94,1,31.8,12.94,"Delta","infra","alta","success"
95.71,28.15,83,2,67.8,6.82,"Delta","api","media","success"
28.04,3.7,83,4,77.4,2.09,"Delta","ui","alta","failed"
32.59,23.64,86,4,67.3,14.64,"Beta","infra","baja","success"
32.57,13.12,86,6,46,3.73,"Alpha","db","baja","success"
23.87,19.31,87,2,90.4,29.86,"Delta","api","media","failed"
11.63,15.51,83,4,74.7,4.02,"Beta","infra","crítica","success"
35.91,46.95,72,1,78.4,6.27,"Alpha","api","alta","failed"
19.19,18.91,90,4,65,0.9,"Gamma","api","baja","success"
23,21.53,89,3,73.2,1.98,"Delta","api","media","failed"
92.86,51.19,93,5,81.9,1.67,"Alpha","infra","media","success"
34.72,9.56,88,5,96.9,3.49,"Alpha","infra","alta","success"
NA,9.52,93,4,50.7,19.66,"Gamma","test","media","failed"
18.48,5.24,90,4,83,6.04,"Delta","api","media","success"
25.7,4.76,79,4,77.7,7.89,"Alpha","auth","alta","success"
121.8,29.88,98,4,65.6,13.94,"Gamma"," UI","baja","success"
41.56,24.45,75,4,64.2,NA,"Alpha","auth","baja","success"
35.32,29.39,93,4,61.5,19.89,"Alpha","ui","media","failed"
34.22,24.06,81,3,58.9,7.8,"Beta","db","baja","success"
31.07,15.77,83,3,97.8,9.45,"Beta","api","baja","success"
20.13,7.69,87,3,77.6,5,"Beta","test","media","success"
26.43,7.63,83,1,80.8,2.89,"Gamma","auth","crítica","failed"
55.75,10.04,89,1,79.5,14.64,"Delta","ui","crítica","rolled_back"
20.61,16.86,81,4,72.8,2.38,"Delta","db","baja","success"
8.98,12.47,109,6,83.6,3.48,"Alpha","infra","alta","rolled_back"
96.81,15.66,98,5,NA,6.04,"Gamma","api","alta","success"
33.21,24.51,89,7,70.7,3.39,"Alpha","infra","alta","success"
58.7,16.76,95,3,51,5.03,"Beta","auth","baja","rolled_back"
NA,29.21,98,5,98,10.57,"Beta","db","media","failed"
75.29,39.99,100,1,71,3.81,"Delta","api","baja","success"
46.09,23.37,89,3,57.6,13.75,"Alpha","auth","baja","success"
79.92,28.71,81,6,77.6,3.8,"Delta","auth","crítica","success"
70.54,7.19,80,2,74.2,17.22,"Alpha","infra","baja","rolled_back"
51.04,12.76,97,3,75.5,3.19,"Gamma","auth","baja","failed"
6.03,11.46,84,1,88.9,6.42,"Gamma","db","alta","rolled_back"
21.36,18.28,76,2,68.2,8.87,"Delta","auth","alta","success"
10.59,36.49,81,2,89.1,11.74,"Beta","ui","crítica","success"
14.67,30.49,69,5,83.6,4.95,"Delta","auth","baja","success"
24,48.24,86,2,73.2,3.25,"Alpha","api","media","success"
31.18,19.09,77,6,86.8,4.48,"Gamma","auth","alta","rolled_back"
28.21,21.43,90,3,91.5,11.49,"Gamma","auth","alta","success"
93.96,13.5,111,0,56.5,24.36,"Gamma",NA,"alta","failed"
36.45,11.04,94,0,62.9,2.43,"Delta","infra","media","rolled_back"
97.61,29.05,88,2,63.9,2.6,"Alpha","auth","media","rolled_back"
43.5,19.04,108,0,60,3.29,"Gamma","ui","baja","rolled_back"
28.48,58.41,85,2,87.1,9.12,"Alpha","infra","baja","failed"
40.76,64.84,78,1,81.8,4.73,"Beta","db","crítica","success"
8.54,15.5,95,2,95.3,7.19,"Beta","ui","alta","rolled_back"
NA,16.76,88,5,62.3,1.97,"Alpha","ui","alta","success"
32.52,8.49,83,1,100,4.35,"Gamma","api","alta","failed"
71.06,9.69,80,4,79.5,8.68,"Beta","ui","media","rolled_back"
47.46,22.74,85,5,72.1,2.71,"Alpha","auth","media","success"
35.29,23.73,77,5,80.9,7.54,"Gamma","api","alta","failed"
31.8,24.86,90,5,54.7,8.29,"Delta","auth","crítica","success"
71.26,16.42,80,5,66.5,0.81,"Beta","ui","media","success"
32.93,18.5,87,3,39.5,20.24,"Gamma","auth","crítica","success"
25.04,12.5,91,3,55.3,4.55,"Gamma","api","baja","rolled_back"
73.45,32.48,72,4,85.5,2.63,"Beta","auth","media","success"
32.58,23.22,77,3,85.6,11.06,"Alpha","api","alta","success"
32.68,12.22,81,2,54.2,8.08,"Gamma","api","media","success"
55.51,20.35,NA,2,95.3,1.7,"Alpha","api","alta","failed"
58.17,11.1,81,2,61.2,10.3,"Beta","auth","crítica","failed"
39.62,34.1,88,1,96.3,6.46,"Beta","api","media","rolled_back"
43.1,29.29,95,5,79.7,7.26,"Beta","api","alta","success"
54.13,5.78,98,3,77,18.73,"Beta","ui","baja","success"
51.51,24.76,80,1,47.8,5.87,"Alpha",NA,"alta","rolled_back"
11.38,85.76,81,7,100,NA,NA,"db","media","success"
52.87,35.13,74,2,NA,2.37,"Beta","ui","media","success"
28.7,6.22,90,7,68.8,12.79,"Gamma","infra","baja","success"
11.91,10.15,75,3,58,22.34,"Alpha","db","media","success"
11.39,14.6,96,6,37,5.89,"Gamma","auth","baja","success"
15.78,19.16,82,1,60.4,3.38,"Beta","ui","baja","success"
98.01,20.25,90,1,66.4,9.68,"Alpha","auth","media","success"
58.79,14.3,75,10,73.1,5.95,"Delta","auth","alta","success"
28.74,38.6,95,4,76.4,3.28,"Alpha","infra","media","success"
57.34,12.4,84,2,56.6,3.71,"Delta","infra","crítica","success"
NA,14.12,79,0,69.3,2.54,"Alpha","ui","media","rolled_back"
6.63,55.46,78,5,98.3,4.93,"Beta","api","media","rolled_back"
43.02,9,86,3,67.7,14.13,"Alpha","ui","crítica","success"
38.62,26.59,85,1,54.3,8.89,"Gamma","db","media",NA
NA,7.78,99,5,77.3,4.48,"Gamma","infra","baja","success"
20.55,19.04,74,2,30.5,3.68,"Beta","ui","alta","success"
59.14,20.63,65,1,52,11.91,"Beta","auth","media","failed"
27.23,9.14,82,2,87.5,30.78,"Gamma",NA,"media","success"
21.26,8.48,92,0,57.9,11.63,"Beta","api","media","failed"
14.16,10.36,75,1,81.4,32.77,"Beta","infra","baja","success"
45.1,5.86,95,4,84.2,5.95,"Beta","ui","crítica","success"
14.31,6.49,104,6,54.1,5.03,"Alpha","ui","baja","success"
22.51,36.06,87,3,61.5,20.77,"Alpha","test","media","success"
130.65,17.8,81,4,85,2.38,"Beta","infra","baja","success"
13.07,15.44,89,5,99.4,13.57,"Alpha","auth","media","success"
33.88,10.83,99,4,64.8,3.64,"Alpha","auth","baja","success"
56.45,15.7,89,1,84.9,3.49,"Gamma","ui","baja","failed"
48.81,18,93,3,57,4.8,"Gamma","api","media","success"
22.75,9.54,81,4,63.6,17.11,"Gamma","test","baja","rolled_back"
38.95,10.61,86,5,79.8,6.23,"Delta","infra","baja","success"
32.88,31.26,93,2,100,14.86,"Gamma","ui","media","failed"
29.75,34.04,90,5,68.5,1.83,"Delta","db","alta","failed"
NA,8.98,89,4,40.7,7.87,"Beta","auth","baja","success"
10.88,10.34,77,6,67.9,12.5,"Alpha","ui","baja","failed"
128.19,9.56,85,2,45,10,"Delta","auth","baja","success"
59.25,12.74,79,3,92.4,2.86,"Delta","auth","baja","rolled_back"
66.41,11.88,93,3,75.7,4.99,"Beta","test","alta","rolled_back"
51.02,15.19,84,1,92.3,30.29,"Alpha","api","media","rolled_back"
93.77,11.2,95,2,79.7,1.7,"Delta","auth","media","success"
25.75,5.69,95,5,70.2,3.06,"Beta","infra","alta","success"
26.53,7.79,92,2,58.7,14.83,"Beta","infra","media","rolled_back"
28.51,19.72,94,3,58.5,8.5,"Alpha","ui","crítica","success"
70.27,11.79,74,3,NA,8.35,"Beta","api","alta","success"
49.4,23.15,89,4,71.2,14.15,"Alpha",NA,"media","success"
33.28,20.04,84,2,79,5.72,"Beta","test","alta","rolled_back"
42.16,14.49,92,3,57.6,2.67,"Gamma","test","baja","rolled_back"
64.51,12.97,85,4,48.7,8.54,"Alpha","ui","media","success"
13.16,21.69,94,2,100,5.92,"Beta","infra","media","success"
14.2,16.79,95,4,71.1,30.44,"Alpha","db",NA,"success"
13.96,14.35,93,1,43.5,2.36,"Beta","auth","media","success"
73.18,43.61,88,2,87.8,13.57,"Gamma","ui","media","success"
160.29,10.56,78,4,60.1,3.97,"Delta","test","media","success"
28.34,21.22,92,5,71.8,7.78,"Gamma","api","baja","success"
18.93,22.64,104,2,73.8,3.49,"Alpha","test","alta","failed"
59.91,16.93,83,5,57.1,5.61,"Gamma","infra","baja","rolled_back"
NA,11.98,88,0,74.8,4.76,"Gamma","api","baja","success"
21.68,21.68,84,3,91.2,6.36,"Beta","infra","baja","success"
110.26,33.08,98,2,92.4,14.14,"Beta","ui","crítica","success"
17.35,25.96,78,6,69.1,5.73,"Gamma","auth","baja","failed"
22.76,33.4,110,2,45.1,6.9,"Alpha","auth","alta","success"
11.98,21.4,70,3,36.5,14.53,"Delta ","db","alta","success"
44.67,17.15,70,6,57.6,8.5,"Alpha","ui","baja","success"
18.89,17.61,87,5,100,3.67,"Gamma","ui","alta","failed"
34.82,11.73,80,1,73.4,27.24,"Delta","api","alta","success"
78.69,18.93,90,2,54.5,12.75,"Beta","db","baja","success"
NA,20.86,68,NA,48.9,4.42,"Beta","ui","media","success"
61.03,24.87,80,3,83.1,NA,"Delta","api","media","success"
37.85,13.91,83,3,54.6,6.69,"Beta","api","alta","success"
43.95,21.5,88,3,87.7,12.73,"Beta","infra","crítica","success"
20.97,9.51,84,3,86.4,12.67,"Beta","api","alta","success"
9.71,14.51,89,1,73.4,23.02,"Gamma","ui","crítica","rolled_back"
11.64,12.37,82,2,93.5,7.78,NA,"ui","media","failed"
27.58,7.57,81,1,81,18.71,"Alpha","db","baja","rolled_back"
39.27,13.36,105,1,83.6,18.55,"Beta","auth","baja","success"
20.45,9.2,81,1,54,3.79,"Alpha","db","media","failed"
57.95,13.9,79,3,86.2,7.15,"Delta","db","baja","success"
58.11,12.23,83,3,80.9,9.27,"Alpha","auth","media","success"
33.08,13.49,77,6,90.6,2.79,"Gamma","infra","baja","failed"
66.63,12.74,86,5,64.4,23.42,"Alpha","test","baja","success"
50.17,26.75,93,3,90.4,5.23,"Beta","infra","alta","success"
83.95,15.79,80,3,80.9,4.5,"Gamma","ui","media","success"
135.24,12.87,85,2,60.5,14.82,"Alpha","ui","media","failed"
14.86,27.04,93,5,50.8,10.38,"Alpha","ui","baja","success"
NA,5.11,87,1,NA,1.71,"Gamma","api","baja","success"
24.4,12.37,86,1,54.7,8.2,"Alpha","infra",NA,"success"
47.63,7.52,80,4,95.9,7.75,"Beta","infra","alta","failed"
29.99,12.04,80,2,61.7,195,"Beta","ui","alta","failed"
10.68,11.66,98,2,85.9,13.28,"Beta","ui","media","success"
20.28,17.91,86,4,69.2,13.59,"Beta","api","alta","success"
12.6,22.77,78,3,63.4,12.71,"Gamma","test","media","success"
13.81,15.55,77,3,100,11.6,"Alpha","api","alta","rolled_back"
7.08,17.71,92,2,66.8,35.71,"Gamma","infra","media","success"
30.09,27.36,95,2,57,4.71,"Beta","auth","alta","success"
12.32,53.31,97,0,85.9,7.32,"Beta","ui","baja","success"
26.96,7.58,74,4,51.7,NA,"Gamma","test","crítica","success"
32.29,11.02,78,4,86.9,5.99,"Alpha","test","media","rolled_back"
29.2,21.47,84,2,61.3,49.49,"Gamma","ui","media","failed"
19.79,21.47,77,3,72.3,12.61,"Delta","api","media","success"
26.23,17.87,97,2,72.6,9.1,"Gamma","db","baja","rolled_back"
20.61,66.41,71,3,85.2,4.74,"Alpha","test","baja","failed"
40.01,11.15,78,0,100,7.21,"Beta","ui","baja","failed"
11.2,6.74,102,1,62.1,12.36,"Beta","api","alta","success"
81.04,10.13,89,7,62.9,4.52,"Beta","db","baja","failed"
13.61,22.25,83,4,64.8,33,"Beta","auth","media","failed"
21.82,10.02,81,2,71.1,17.07,"Alpha","auth","media","success"
33.14,20.72,89,3,100,8.09,"Alpha","infra","media","success"
14.48,21.43,87,3,91.8,2.65,"Gamma","api","media","success"
26.27,8.73,89,3,69,1.46,"Alpha","auth","baja","success"
92.33,6.53,80,5,85.5,2.17,"Gamma","db","alta","failed"
33.95,19.87,73,4,72,7.73,"Alpha","api","baja","success"
42.3,10.41,88,3,49.9,4.34,"Delta","auth","media","success"
66.12,70.11,91,3,93.6,4.76,"Gamma","infra","media","success"
46.7,13.76,84,0,71,16.11,"Gamma","api","media","success"
35.15,22.37,89,3,62.5,2.84,"Alpha","ui",NA,"success"
45.85,32.97,84,3,49.4,5.08,"Beta","api","media","success"
31.71,6.96,84,2,86,26.53,"Beta","infra","media","success"
54.37,14.99,117,3,76.2,1.47,"Beta","auth","alta","success"
22.32,6.96,78,2,70.6,9.23,"Alpha","auth","alta","rolled_back"
21.77,20.2,88,6,93.9,27.43,"Delta","auth","media","failed"
75.27,23.53,86,4,76.5,18.77,"Gamma","ui","alta","success"
228.87,42.82,104,7,72.8,7.2,"Alpha","auth","alta","success"
37.51,11.74,90,2,65.6,8.3,"Delta","test","media","success"
57.29,12.8,75,2,69.1,3.42,"Alpha","api","alta","success"
31.79,27.93,73,2,78.4,5.59,"Gamma","infra","media","success"
9.14,26.67,81,3,66.7,36.06,"Gamma","api","media","success"
15.4,38.48,68,3,85.6,5.37,"Beta","auth","baja","success"
54.44,159.92,125,1,72.7,21.95,"Gamma","api","media","failed"
25.33,11.39,67,2,84.2,23.03,"Alpha","ui","media","success"
50.52,10.67,81,8,43.5,5.19,"Alpha","db","alta","failed"
19.44,22.01,106,4,48,15.72,"Beta","db","media","rolled_back"
108.13,12.55,87,4,70.4,27.9,"Gamma","api","media","success"
63.14,15.74,88,4,92.3,31.92,"Gamma","test","baja","failed"
38.6,30.18,83,5,46.1,30.02,"Gamma","auth","baja","success"
10.44,21.19,70,3,86.3,7.81,"Beta","db","media","success"
14.38,6.97,NA,3,80,10.48,"Gamma","auth","alta","failed"
73.92,55.18,93,4,71.4,10.33,"Gamma","test","media","success"
34.81,23.84,106,3,25.3,5.56,"Gamma","auth","media","success"
27.57,10.29,87,3,52.8,2.9,"Delta","ui","alta","success"
22.9,7.77,92,2,56,4.49,"Gamma","ui","alta","success"
23.04,11.02,81,2,59.2,1.43,"Beta","db","media","success"
12.59,18.51,83,3,61.7,1.89,"Gamma","ui","alta","success"
35.11,11.66,88,3,75.9,11.67,"Gamma","auth","media","success"
12.43,17.32,108,3,71.5,10,"Beta","db","baja","success"
40.96,16.59,94,4,78.2,10.32,"Delta","ui","media","success"
33.18,25.96,85,NA,94.2,13.36,"Alpha","auth","media","failed"
68.31,37.53,84,3,93.3,11.97,"Gamma","db","crítica","success"
43.3,19.51,82,6,95.5,11.52,"Alpha","test","alta","success"
13.49,16.5,78,4,71,9.93,"Delta","test","media","failed"
54.69,4.58,NA,5,89.2,4.12,"Delta","auth","baja","success"
15.59,11.6,85,4,58.4,26.39,"Delta","api","baja","failed"
27.33,40.25,93,2,65,2.86,"Gamma","test","crítica","failed"
17.28,12.63,84,1,67,4.57,"Beta","api","baja","success"
35.17,31.95,87,5,78.9,4.37,"Gamma","api","alta","failed"
38.84,33.02,90,3,74.9,7.42,"Gamma","ui","crítica","success"
37.03,20.2,82,6,83.2,4.14,"Alpha","api","alta","success"
20.74,12.66,68,3,84.7,12.23,"Delta","auth","alta","rolled_back"
34.9,28.3,86,2,65.3,4.18,"Delta","test","media","failed"
64.86,18.49,90,4,54.8,NA,"Beta","api","alta","success"
44.96,NA,73,3,84.8,4.48,"Beta","api","alta","success"
35.95,13.02,82,6,61.6,14.8,"Gamma","auth","alta","rolled_back"
118.45,28.46,96,1,67.7,6.82,"Alpha","api","media","success"
87.46,37.34,91,1,NA,6.25,"Alpha","auth","media","success"
48.21,8.35,83,3,47.1,11.41,"Beta","api","media","success"
17.05,27.4,98,2,94.5,13.25,"Delta","infra","media","success"
16.62,8.9,87,2,44.4,7.33,"Alpha","ui","crítica","success"
127.5,24.64,104,3,81.8,3.43,"Alpha","auth","alta","success"
12.22,15.66,74,5,88.1,10.28,"Delta","auth","alta","failed"
52.35,13.71,82,2,71.4,14.95,"Beta","ui","alta","failed"
203.17,8.5,78,1,77.1,3.9,"Delta","api","media","rolled_back"
17.66,30.31,71,3,100,17.19,"Beta","auth","baja","success"
80.55,11.02,92,4,53.7,29.19,"Gamma","infra","media","success"
19.74,7.86,84,8,79.2,22.17,"Gamma","db","alta","failed"
20.23,16.32,NA,3,100,7.74,"Alpha","api","media","failed"
26.03,17.11,82,5,89.2,4.59,"Gamma","ui","media","success"
36.79,35.85,78,4,79.3,7.17,"Gamma","ui","alta","success"
22.85,31.76,89,2,63.2,5.01,"Beta","db","media","success"
17.06,13.57,91,1,NA,8.71,"Alpha","ui","alta","success"
47.67,11.08,89,2,77.4,31.39,"Alpha","infra","alta","success"
48.89,24,85,2,94.5,6.01,"Alpha","auth","alta","rolled_back"
39.53,15.24,77,2,71.7,10.09,"Delta","auth","crítica","failed"
65.09,NA,74,5,63.8,5.54,"Beta","auth","crítica","rolled_back"
18.84,NA,66,4,61.9,7.59,"Gamma","api","alta","failed"
37.43,29.63,115,2,59.9,9.04,"Gamma","api","alta","rolled_back"
213.46,8.78,100,1,72,6.29,"Alpha","api","media","success"
5.79,6.88,90,6,56.6,6.79,"Delta","auth","baja","success"
18.9,8.28,89,2,77.9,5.34,"Alpha","ui","alta","success"
68.7,9.36,94,3,72.4,12.04,"Gamma","auth","alta","success"
46.77,13.11,89,2,100,9.81,"Beta","api","baja","success"
33.12,18.9,87,5,82.6,29.18,"Beta","db","baja","success"
10.68,13.69,64,1,52.2,43.22,"Delta","api","media","success"
28.6,18.41,97,4,95.4,NA,"Beta","test","media","rolled_back"
35.7,28.74,92,4,77,11.22,"Alpha","api","alta","failed"
40.22,7.48,72,2,77.6,5.22,"Gamma","infra","crítica","success"
24.56,14.04,83,4,50.3,14.38,"Alpha","db","media","success"
43.64,17.6,86,3,66.9,8.99,"Beta","api","media","success"
32.14,5.22,84,3,86.4,8.76,"Alpha","infra","baja","rolled_back"
